ID,Year_Birth,Education,Marital_Status, Income ,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,NumWebPurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
4301,1971,Master,Married,"$35,178.00 ",1/10/13,10,23,1,13,2,1,7,1,0,0,0,0
7381,1968,Graduation,Divorced,"$75,693.00 ",12/6/12,10,797,153,293,72,11,4,0,1,1,1,0
2407,1982,Graduation,Married,"$69,109.00 ",11/9/12,10,823,25,459,124,6,4,0,0,1,0,0
9064,1982,Graduation,Married,"$69,109.00 ",11/9/12,10,823,25,459,124,6,4,0,0,1,0,0
5067,1994,Graduation,Together,"$80,134.00 ",2/14/14,11,966,26,282,52,2,5,0,1,1,1,1
10281,1970,Graduation,Divorced,"$64,713.00 ",2/7/14,11,180,60,241,13,5,4,0,0,0,0,0
11191,1986,Graduation,Divorced,"$41,411.00 ",12/7/13,11,37,32,38,11,2,6,0,0,0,0,0
1994,1983,Graduation,Married,,11/15/13,11,5,5,6,0,1,7,0,0,0,0,0
2552,1955,PhD,Single,"$55,521.00 ",10/22/13,11,416,0,26,0,6,7,0,1,0,0,0
6720,1968,Master,Together,"$43,795.00 ",10/16/13,11,314,11,53,4,7,7,0,1,0,0,0
4557,1970,Graduation,Together,"$22,070.00 ",10/4/13,11,10,7,19,8,2,6,0,0,0,0,0
1183,1949,Master,Married,"$36,408.00 ",9/21/13,11,9,1,4,3,1,6,0,0,0,0,0
4186,1950,Graduation,Together,"$34,026.00 ",8/5/13,11,18,6,15,12,2,5,0,0,0,0,0
1419,1950,Graduation,Together,"$34,026.00 ",8/5/13,11,18,6,15,12,2,5,0,0,0,0,0
967,1976,Graduation,Married,"$46,049.00 ",7/21/13,11,342,9,112,19,5,7,0,0,0,0,0
1048,1972,Master,Married,"$35,641.00 ",7/14/13,11,63,3,67,8,3,7,0,0,0,0,0
9262,1984,2n Cycle,Together,"$32,414.00 ",7/4/13,11,20,6,5,0,1,7,1,0,0,0,0
3427,1955,PhD,Married,"$59,821.00 ",4/12/13,11,629,0,70,0,11,8,0,0,0,0,0
5892,1980,Graduation,Married,"$34,968.00 ",4/10/13,11,158,6,45,8,3,7,0,0,0,0,0
8911,1967,PhD,Married,"$56,320.00 ",4/8/13,11,201,53,172,116,5,4,0,0,0,0,0
6606,1969,Master,Married,"$70,091.00 ",3/31/13,11,964,34,137,15,5,8,0,1,0,0,0
2677,1956,Graduation,Together,"$46,097.00 ",3/31/13,11,72,24,68,65,3,4,0,0,0,0,0
252,1963,PhD,Divorced,"$41,003.00 ",3/17/13,11,123,133,142,71,6,6,0,0,0,0,0
9860,1959,Graduation,Together,"$44,911.00 ",3/15/13,11,159,0,22,2,4,7,0,0,0,0,0
1388,1975,Graduation,Single,"$33,249.00 ",2/20/13,11,6,10,21,19,2,6,0,0,0,0,0
979,1975,Graduation,Single,"$33,249.00 ",2/20/13,11,6,10,21,19,2,6,0,0,0,0,0
7494,1950,PhD,Divorced,"$42,873.00 ",1/21/13,11,209,0,40,3,6,8,0,0,0,0,0
10490,1969,PhD,Married,"$51,039.00 ",12/10/12,11,100,64,79,65,6,7,0,0,0,0,0
3403,1958,PhD,Together,"$78,952.00 ",9/24/12,11,1170,19,594,99,2,6,0,0,0,0,0
2715,1966,Master,Divorced,"$29,435.00 ",8/6/12,11,70,3,37,4,3,9,0,0,0,0,0
4828,1954,Graduation,Divorced,"$79,865.00 ",6/18/14,12,71,99,278,185,5,1,0,0,0,0,0
92,1988,Graduation,Alone,"$34,176.00 ",5/12/14,12,5,7,24,19,3,6,0,0,0,0,0
3312,1988,Graduation,Single,"$34,176.00 ",5/12/14,12,5,7,24,19,3,6,0,0,0,0,0
11176,1970,PhD,Together,"$65,968.00 ",5/12/14,12,376,9,83,19,5,3,0,0,0,0,0
1446,1956,Master,Single,"$86,424.00 ",4/5/14,12,387,68,569,89,6,1,0,0,0,0,0
9699,1966,Graduation,Divorced,"$67,272.00 ",12/21/13,12,357,35,271,28,6,5,0,0,0,0,0
9790,1957,Graduation,Single,"$78,499.00 ",11/23/13,12,912,72,170,47,11,4,0,0,1,0,0
2324,1972,Graduation,Together,"$77,044.00 ",10/27/13,12,625,38,242,50,7,4,1,0,0,0,0
5080,1993,Graduation,Single,"$70,515.00 ",10/21/13,12,420,0,452,182,6,2,0,0,0,0,0
4992,1975,Master,Together,"$17,459.00 ",9/19/13,12,6,4,16,3,3,7,0,0,0,0,0
7849,1970,PhD,Married,"$80,336.00 ",9/9/13,12,209,19,456,160,2,1,0,0,0,0,0
4808,1956,Graduation,Married,"$15,759.00 ",9/5/13,12,1,2,5,6,1,7,0,0,0,0,0
10401,1976,2n Cycle,Together,"$26,326.00 ",9/4/13,12,1,0,5,0,0,3,0,0,0,0,0
7793,1976,Graduation,Together,"$62,061.00 ",8/31/13,12,641,7,84,0,10,6,0,1,0,0,0
9303,1976,Graduation,Married,"$5,305.00 ",7/30/13,12,12,4,7,1,1,13,0,0,0,0,0
6853,1982,Master,Single,"$75,777.00 ",7/4/13,12,712,26,538,69,3,1,0,1,1,0,0
7366,1982,Master,Single,"$75,777.00 ",7/4/13,12,712,26,538,69,3,1,0,1,1,0,0
9780,1971,Master,Together,"$71,499.00 ",6/25/13,12,465,25,132,136,8,4,0,0,0,0,0
7573,1978,PhD,Single,"$31,626.00 ",5/10/13,12,39,1,9,2,2,7,1,0,0,0,0
1379,1992,Master,Together,"$42,670.00 ",4/27/13,12,154,2,46,20,4,4,0,0,0,0,0
8923,1973,Graduation,Single,"$83,917.00 ",4/18/13,12,514,22,732,42,6,3,0,0,0,0,0
3547,1969,Master,Together,"$41,021.00 ",12/30/12,12,14,7,9,6,2,6,0,0,0,0,0
8707,1956,Graduation,Married,"$79,456.00 ",8/22/12,12,565,42,548,64,5,3,0,0,0,0,0
1891,1980,Master,Divorced,"$78,789.00 ",8/8/12,12,667,50,850,21,4,2,0,0,0,0,0
6271,1952,PhD,Married,"$50,870.00 ",6/19/14,13,53,0,8,0,2,5,0,0,0,0,0
9635,1983,Master,Married,"$35,876.00 ",4/20/14,13,66,2,40,4,3,6,0,0,0,0,0
9727,1957,Graduation,Married,"$23,539.00 ",2/28/14,13,4,24,11,16,2,6,0,0,0,0,0
6205,1967,Master,Single,"$32,557.00 ",2/24/14,13,34,3,29,0,2,5,0,0,0,0,0
10681,1970,2n Cycle,Married,"$62,466.00 ",1/15/14,13,129,129,259,168,6,4,0,0,0,0,0
5156,1970,2n Cycle,Married,"$62,466.00 ",1/15/14,13,129,129,259,168,6,4,0,0,0,0,0
3050,1966,Graduation,Married,"$54,198.00 ",12/17/13,13,185,0,28,3,3,4,0,0,0,0,0
8164,1978,PhD,Married,"$82,170.00 ",11/25/13,13,1023,93,651,49,5,2,0,0,0,0,0
5626,1964,PhD,Single,"$61,798.00 ",11/23/13,13,338,4,89,11,4,4,0,0,0,0,0
7600,1992,Basic,Single,"$15,253.00 ",10/28/13,13,1,3,3,8,1,7,0,0,0,0,0
6406,1988,Master,Married,"$78,285.00 ",10/28/13,13,647,107,391,175,6,3,0,0,0,0,0
7002,1955,Graduation,Single,"$62,535.00 ",10/3/13,13,163,48,90,0,3,3,0,0,0,0,0
8234,1973,Basic,Together,"$27,190.00 ",8/15/13,13,1,6,7,0,1,8,1,0,0,0,0
6116,1968,2n Cycle,Married,"$48,985.00 ",7/5/13,13,19,13,18,10,1,3,0,0,0,0,0
291,1970,Graduation,Married,"$72,940.00 ",6/19/13,13,182,74,298,162,3,1,0,0,0,0,0
8779,1985,2n Cycle,Married,"$36,145.00 ",6/16/13,13,56,4,76,17,4,9,1,0,0,0,0
4931,1977,Graduation,Together,"$157,146.00 ",4/29/13,13,1,0,1725,2,0,1,0,0,0,0,0
1650,1960,Master,Married,"$81,843.00 ",4/22/13,13,779,86,537,34,5,3,0,0,0,0,0
9701,1988,Graduation,Together,"$41,883.00 ",3/19/13,13,32,34,41,73,4,7,0,0,0,0,0
6431,1964,PhD,Married,"$45,759.00 ",2/23/13,13,42,1,18,3,2,7,0,0,0,0,0
10789,1964,PhD,Married,"$45,759.00 ",2/23/13,13,42,1,18,3,2,7,0,0,0,0,0
5302,1986,Graduation,Together,"$78,394.00 ",2/15/13,13,298,27,697,216,4,2,0,0,0,0,0
4459,1989,Graduation,Single,"$30,279.00 ",12/30/12,13,10,4,14,4,1,8,0,0,0,0,0
10642,1989,Graduation,Single,"$30,279.00 ",12/30/12,13,10,4,14,4,1,8,0,0,0,0,0
9213,1970,Graduation,Widow,"$31,880.00 ",10/31/12,13,4,1,5,2,1,8,0,0,0,0,0
3678,1973,Graduation,Widow,"$60,208.00 ",10/7/12,13,488,23,71,15,8,7,0,1,0,0,0
3698,1983,Graduation,Together,"$78,687.00 ",8/9/12,13,817,185,687,145,4,2,0,0,1,0,0
5929,1973,PhD,Married,"$37,401.00 ",5/6/14,14,19,3,19,3,2,7,0,0,0,0,0
10795,1973,PhD,Married,"$37,401.00 ",5/6/14,14,19,3,19,3,2,7,0,0,0,0,0
4390,1954,Graduation,Together,"$75,315.00 ",4/15/14,14,459,15,171,142,5,2,0,0,0,0,0
9362,1965,Graduation,Single,"$69,263.00 ",3/5/14,14,492,5,32,13,9,6,0,1,0,0,0
1577,1946,Graduation,Married,"$78,569.00 ",2/19/14,14,558,79,622,207,4,1,0,0,1,0,0
4609,1966,PhD,Married,"$57,705.00 ",1/11/14,14,383,0,53,6,8,6,0,0,0,0,0
7143,1955,2n Cycle,Together,"$74,805.00 ",11/6/13,14,209,162,209,41,4,2,0,0,0,0,0
1729,1961,PhD,Together,"$66,426.00 ",10/2/13,14,1043,24,97,32,3,6,0,0,0,0,0
10664,1949,Master,Widow,"$51,529.00 ",9/7/13,14,400,4,35,6,9,8,0,0,0,0,0
5029,1946,Graduation,Married,"$18,100.00 ",8/6/13,14,3,1,2,4,0,5,0,0,0,0,0
10507,1977,2n Cycle,Divorced,"$59,601.00 ",7/25/13,14,691,7,69,0,2,8,0,1,0,0,0
3865,1977,2n Cycle,Together,"$20,981.00 ",4/30/13,14,2,12,10,6,3,8,0,0,0,0,0
6982,1976,Graduation,Married,"$74,068.00 ",3/19/13,14,783,30,537,140,4,2,0,0,0,0,0
7042,1983,Graduation,Married,"$36,790.00 ",3/1/13,14,3,3,14,15,2,9,0,0,0,0,0
9668,1971,Graduation,Married,"$18,793.00 ",1/12/13,14,4,16,20,0,2,8,0,0,0,0,0
6878,1954,Graduation,Widow,"$27,421.00 ",12/12/12,14,43,12,96,78,4,7,0,0,0,0,0
4099,1972,Graduation,Married,"$30,675.00 ",11/12/12,14,10,2,16,11,1,8,0,0,0,0,0
5031,1974,Graduation,Together,"$83,145.00 ",9/22/12,14,777,35,731,39,5,2,0,0,1,0,0
1970,1968,Master,Together,"$34,053.00 ",9/10/12,14,63,0,21,7,3,8,0,0,0,0,0
5726,1983,Master,Single,"$31,788.00 ",3/20/14,15,16,7,23,0,3,5,0,0,0,0,0
5231,1974,2n Cycle,Married,"$45,894.00 ",2/27/14,15,27,2,7,0,1,5,0,0,0,0,0
1307,1978,Graduation,Divorced,"$41,986.00 ",2/9/14,15,27,5,8,8,3,4,0,0,0,0,0
10609,1962,PhD,Married,"$42,769.00 ",10/12/13,15,71,0,13,3,1,4,0,0,0,0,0
5782,1982,2n Cycle,Together,"$58,582.00 ",9/28/13,15,402,35,106,101,9,5,0,1,0,0,0
7533,1964,Graduation,Married,"$49,096.00 ",9/24/13,15,144,1,32,2,4,7,0,0,0,0,0
9493,1980,PhD,Single,"$76,412.00 ",5/5/13,15,840,53,804,23,5,3,0,0,1,1,0
2253,1990,Graduation,Married,"$18,929.00 ",2/16/13,15,32,0,8,23,1,6,0,0,0,0,0
2326,1990,Graduation,Married,"$18,929.00 ",2/16/13,15,32,0,8,23,1,6,0,0,0,0,0
1876,1990,Graduation,Married,"$18,929.00 ",2/16/13,15,32,0,8,23,1,6,0,0,0,0,0
7141,1986,Master,Single,"$21,888.00 ",12/29/12,15,88,10,46,2,5,10,0,0,0,0,0
7393,1978,Graduation,Together,"$41,580.00 ",12/10/12,15,56,5,24,4,2,5,0,0,0,0,0
4713,1979,PhD,Married,"$31,605.00 ",11/22/12,15,74,0,42,2,2,7,0,0,0,0,0
5093,1974,PhD,Divorced,"$25,509.00 ",9/18/12,15,40,3,30,10,3,9,0,0,0,0,0
8524,1974,PhD,Divorced,"$25,509.00 ",9/18/12,15,40,3,30,10,3,9,0,0,0,0,0
3766,1959,Master,Widow,"$33,051.00 ",8/16/12,15,100,71,243,108,9,9,0,0,0,0,0
9725,1966,PhD,Together,"$28,764.00 ",6/5/14,16,8,0,3,0,1,8,1,0,0,0,0
8933,1983,2n Cycle,Married,"$32,146.00 ",5/12/14,16,26,3,23,4,2,6,0,0,0,0,0
10779,1983,Graduation,Single,"$22,148.00 ",4/13/14,16,15,5,14,0,1,7,0,0,0,0,0
9289,1979,Graduation,Married,"$36,781.00 ",4/10/14,16,29,1,17,0,2,8,0,0,0,0,0
2613,1960,Master,Married,"$54,197.00 ",4/3/14,16,162,6,37,6,1,1,0,0,0,0,0
10133,1970,Graduation,Single,"$93,790.00 ",2/12/14,16,1302,68,731,89,6,2,0,1,1,1,0
8443,1972,Graduation,Single,"$24,762.00 ",2/10/14,16,6,10,12,3,3,8,1,0,0,0,0
10796,1984,Master,Married,"$30,477.00 ",1/22/14,16,47,1,6,0,1,6,0,0,0,0,0
10241,1975,2n Cycle,Divorced,"$11,448.00 ",12/15/13,16,0,0,0,6,1,6,0,0,0,0,0
3388,1967,Graduation,Divorced,"$70,844.00 ",10/30/13,16,129,26,67,3,6,7,0,0,0,0,0
6507,1980,Graduation,Single,"$30,828.00 ",10/4/13,16,16,11,15,2,1,3,0,0,0,0,0
7446,1967,Master,Together,"$62,513.00 ",9/9/13,16,520,42,98,0,6,6,0,0,0,0,0
87,1981,2n Cycle,Married,"$27,733.00 ",8/26/13,16,0,7,5,26,2,7,0,0,0,0,0
10477,1973,PhD,Together,"$39,435.00 ",8/6/13,16,71,0,18,0,3,7,0,0,0,0,0
6072,1970,Master,Single,"$75,345.00 ",2/2/13,16,918,57,842,99,5,3,0,0,0,1,0
2518,1986,2n Cycle,Together,"$20,491.00 ",1/25/13,16,5,4,5,4,0,7,0,0,0,0,0
247,1971,Graduation,Married,"$36,715.00 ",11/17/12,16,172,10,125,21,7,9,0,0,0,0,0
9463,1959,Graduation,Together,"$71,706.00 ",11/13/12,16,931,56,253,91,9,5,0,0,0,0,0
1459,1966,PhD,Married,"$69,063.00 ",11/7/12,16,666,35,124,69,5,3,0,0,0,0,0
9530,1988,Graduation,Married,"$24,645.00 ",11/1/12,16,5,3,4,4,1,8,0,0,0,0,0
9653,1975,Graduation,Married,"$35,797.00 ",10/16/12,16,27,1,14,4,2,8,0,0,0,0,0
10785,1969,Graduation,Married,"$44,078.00 ",6/19/14,17,24,1,10,2,2,5,0,0,0,0,0
9392,1971,Graduation,Single,"$26,954.00 ",5/8/14,17,4,1,11,0,1,7,0,0,0,0,0
3769,1972,PhD,Together,,3/2/14,17,25,1,13,0,1,7,0,0,0,0,0
10146,1972,PhD,Together,"$38,887.00 ",3/2/14,17,25,1,13,0,1,7,0,0,0,0,0
4741,1974,2n Cycle,Married,"$65,463.00 ",1/30/14,17,391,32,70,21,6,5,0,1,0,0,0
1880,1959,PhD,Together,"$53,537.00 ",1/30/14,17,81,0,6,0,2,5,0,0,0,0,0
6471,1971,Master,Single,"$36,230.00 ",10/17/13,17,14,2,30,8,2,5,0,0,0,0,0
5718,1950,Graduation,Married,"$80,763.00 ",8/15/13,17,674,168,108,192,5,3,0,0,1,1,0
3478,1971,PhD,Married,"$60,585.00 ",6/24/13,17,267,42,309,55,7,5,0,0,0,0,0
7848,1974,Graduation,Single,"$49,166.00 ",6/13/13,17,224,2,25,7,5,6,0,0,0,0,0
7999,1955,PhD,Together,"$75,261.00 ",4/23/13,17,1239,17,413,23,5,2,0,1,1,0,0
11101,1991,Graduation,Together,"$89,891.00 ",4/15/13,17,412,22,132,59,11,4,0,0,1,0,0
9212,1962,Master,Married,"$72,828.00 ",2/14/13,17,1205,0,235,19,6,7,0,0,0,0,0
10983,1952,Graduation,Together,"$75,278.00 ",1/29/13,17,304,98,230,150,6,3,0,0,0,0,0
3629,1978,Graduation,Single,"$38,557.00 ",12/19/12,17,76,3,31,4,3,7,0,0,0,0,0
4673,1963,PhD,Married,"$81,300.00 ",10/30/12,17,1004,12,145,32,10,5,0,0,0,1,0
796,1965,2n Cycle,Divorced,"$60,161.00 ",10/23/12,17,584,44,212,46,11,8,0,0,0,0,0
618,1977,PhD,Married,"$69,389.00 ",9/28/12,17,422,7,238,69,7,4,0,0,0,0,0
380,1954,Graduation,Divorced,"$64,497.00 ",9/10/12,17,1170,48,320,42,11,8,1,0,0,0,0
1092,1980,Graduation,Married,"$61,014.00 ",8/11/12,17,269,129,495,182,9,7,0,0,0,0,0
8962,1975,Master,Married,"$44,319.00 ",4/17/14,18,26,0,8,0,2,5,0,0,0,0,0
8207,1957,2n Cycle,Married,"$53,233.00 ",3/18/14,18,28,0,9,3,1,4,0,0,0,0,0
6521,1954,Graduation,Together,"$77,972.00 ",3/18/14,18,613,22,319,33,4,1,0,0,0,0,0
535,1987,Graduation,Divorced,"$81,361.00 ",2/25/14,18,163,23,424,27,3,1,0,0,0,0,0
4608,1987,Graduation,Divorced,"$81,361.00 ",2/25/14,18,163,23,424,27,3,1,0,0,0,0,0
11086,1984,Basic,Single,"$25,707.00 ",1/18/14,18,1,6,2,3,1,7,0,0,0,0,0
1064,1971,PhD,Married,"$42,403.00 ",12/11/13,18,22,1,11,0,1,8,0,0,0,0,0
7000,1972,2n Cycle,Single,"$65,704.00 ",10/13/13,18,279,172,74,38,2,1,0,0,0,0,0
1581,1980,Graduation,Married,"$37,406.00 ",10/10/13,18,2,0,8,2,1,8,0,0,0,0,0
7384,1951,Master,Together,"$39,767.00 ",7/21/13,18,113,61,204,34,7,8,0,0,0,0,0
10552,1979,2n Cycle,Married,"$54,210.00 ",5/20/13,18,70,54,109,80,4,5,0,0,0,0,0
6409,1967,Graduation,Divorced,"$57,136.00 ",5/18/13,18,267,140,599,34,7,6,0,0,0,0,0
9507,1975,Graduation,Married,"$40,794.00 ",4/7/13,18,261,23,73,4,6,7,0,0,0,0,0
9560,1965,Graduation,Together,"$83,003.00 ",3/3/13,18,856,61,570,40,7,3,0,0,1,0,0
10991,1960,Master,Married,"$89,058.00 ",12/7/12,18,454,194,106,31,5,2,0,0,0,0,0
4712,1991,2n Cycle,Together,"$20,193.00 ",11/28/12,18,8,8,22,24,1,4,0,0,0,0,0
11056,1974,Graduation,Married,"$72,099.00 ",10/27/12,18,546,91,410,119,3,1,0,0,0,0,0
7414,1971,Graduation,Married,"$43,824.00 ",9/15/12,18,96,1,42,12,3,8,0,0,0,0,0
3076,1975,Graduation,Together,"$66,653.00 ",9/7/12,18,452,18,102,16,4,3,0,0,0,0,0
6355,1978,Graduation,Married,"$44,359.00 ",6/17/14,19,20,0,14,7,2,3,0,0,0,0,0
7959,1961,Graduation,Married,"$79,410.00 ",5/29/14,19,658,80,483,123,3,1,0,0,0,0,0
5512,1977,Master,Married,"$55,842.00 ",5/23/14,19,451,0,39,0,7,5,0,0,0,0,0
10102,1966,Graduation,Widow,"$79,946.00 ",5/12/14,19,395,183,565,166,5,3,0,0,0,0,0
9369,1979,2n Cycle,Single,"$88,194.00 ",3/19/14,19,688,14,309,201,11,5,1,0,0,1,0
3711,1944,Master,Married,"$80,184.00 ",3/1/14,19,1035,134,670,25,6,3,0,0,1,1,0
6931,1967,Graduation,Divorced,"$76,982.00 ",2/15/14,19,464,151,292,65,8,4,0,0,1,0,0
9596,1980,PhD,Single,"$65,295.00 ",12/23/13,19,365,32,117,34,3,2,0,0,0,0,0
2727,1973,Graduation,Together,"$57,100.00 ",12/4/13,19,181,21,69,39,3,3,0,0,0,0,0
8416,1981,Graduation,Married,"$29,009.00 ",11/29/13,19,6,6,15,10,2,6,0,0,0,0,0
3967,1971,PhD,Married,"$78,931.00 ",10/25/13,19,331,197,170,58,2,1,0,0,0,0,0
2139,1975,Master,Married,"$7,500.00 ",10/2/13,19,3,1,10,3,2,5,0,0,0,0,0
2162,1976,Graduation,Married,"$56,939.00 ",9/18/13,19,256,34,103,90,3,3,0,0,0,0,0
9242,1990,Graduation,Single,"$64,509.00 ",8/17/13,19,836,185,575,24,6,4,1,0,0,0,0
10595,1990,Graduation,Married,"$30,093.00 ",7/8/13,19,2,6,28,13,2,7,0,0,0,0,0
4855,1974,PhD,Together,"$30,351.00 ",6/6/13,19,14,0,24,3,3,9,0,0,0,0,0
5049,1974,PhD,Together,"$30,351.00 ",6/6/13,19,14,0,24,3,3,9,0,0,0,0,0
4967,1960,PhD,Together,"$38,201.00 ",3/29/13,19,233,0,23,0,5,8,0,0,0,0,0
5255,1986,Graduation,Single,,2/20/13,19,5,1,3,3,27,1,0,0,0,0,0
9215,1980,PhD,Married,"$43,974.00 ",12/12/12,19,378,0,101,0,6,7,0,0,0,0,0
3525,1970,Graduation,Together,"$38,200.00 ",12/7/12,19,12,0,4,0,1,7,0,0,0,0,0
3619,1960,2n Cycle,Divorced,"$87,305.00 ",9/23/12,19,345,25,501,63,5,2,0,0,1,0,0
4415,1961,Graduation,Married,"$16,860.00 ",9/12/12,19,10,4,4,3,1,7,0,0,0,0,0
3645,1972,PhD,Single,"$27,213.00 ",8/30/12,19,19,3,26,10,2,8,0,0,0,0,0
4692,1976,Graduation,Married,"$7,500.00 ",8/1/12,19,7,0,12,13,4,9,1,0,0,0,0
3955,1965,Graduation,Divorced,"$4,861.00 ",6/22/14,20,2,1,1,1,0,14,0,0,0,0,0
5313,1971,Master,Married,"$38,196.00 ",4/18/14,20,30,0,11,0,2,5,0,0,0,0,0
7196,1950,PhD,Married,"$41,145.00 ",2/8/14,20,9,0,3,0,0,3,0,0,0,0,0
1381,1982,PhD,Single,"$38,513.00 ",1/28/14,20,172,3,115,16,6,8,0,0,0,0,0
10951,1968,Graduation,Married,"$45,688.00 ",1/25/14,20,279,0,18,0,3,4,0,1,0,0,0
4322,1958,PhD,Together,"$77,863.00 ",11/27/13,20,881,38,319,16,4,2,0,0,0,0,0
7444,1969,Master,Married,"$42,169.00 ",10/19/13,20,19,0,9,0,1,8,0,0,0,0,0
2942,1964,Graduation,Single,"$45,906.00 ",5/7/13,20,305,3,27,4,5,5,1,0,0,0,0
2874,1988,2n Cycle,Divorced,"$35,388.00 ",3/7/13,20,6,4,7,4,1,7,0,0,0,0,0
3667,1969,Graduation,Married,"$80,952.00 ",2/28/13,20,778,178,689,41,8,8,0,1,1,1,0
3697,1954,Graduation,Together,"$39,898.00 ",2/12/13,20,69,8,26,12,3,7,0,0,0,0,0
9955,1954,Graduation,Together,"$39,898.00 ",2/12/13,20,69,8,26,12,3,7,0,0,0,0,0
5320,1973,Master,Divorced,"$44,051.00 ",1/29/13,20,79,7,58,6,3,6,0,0,0,0,0
6422,1954,Graduation,Married,"$86,718.00 ",1/17/13,20,344,189,482,50,5,2,0,0,0,0,0
3690,1986,Master,Married,"$80,141.00 ",1/11/13,20,1184,102,673,52,7,6,0,0,1,0,0
2408,1976,Graduation,Married,"$58,597.00 ",11/20/12,20,490,0,184,10,7,7,0,0,0,0,0
9260,1945,PhD,Married,"$70,356.00 ",11/5/12,20,1349,16,249,43,10,6,0,0,0,0,0
9648,1967,Graduation,Single,"$46,904.00 ",11/3/12,20,153,4,56,0,5,8,0,0,0,0,0
4939,1946,Graduation,Together,"$37,760.00 ",8/31/12,20,84,5,38,150,4,7,0,0,0,0,0
8652,1946,Graduation,Together,"$37,760.00 ",8/31/12,20,84,5,38,150,4,7,0,0,0,0,0
4702,1964,Graduation,Single,"$61,839.00 ",8/12/12,20,1000,155,379,224,4,8,0,0,0,0,0
2587,1972,PhD,Married,"$29,791.00 ",5/15/14,21,14,0,6,0,2,5,0,0,0,0,0
2811,1963,PhD,Single,"$48,918.00 ",4/12/14,21,52,0,9,0,1,4,0,0,0,0,0
9150,1963,PhD,Single,"$48,918.00 ",4/12/14,21,52,0,9,0,1,4,0,0,0,0,0
10127,1965,Graduation,Married,"$58,692.00 ",4/6/14,21,301,11,61,4,8,7,0,0,0,0,0
5493,1976,Graduation,Married,"$39,356.00 ",3/19/14,21,15,0,2,0,1,6,1,0,0,0,0
2666,1972,Master,Married,"$76,234.00 ",2/6/14,21,519,50,167,130,8,3,0,1,0,0,0
10099,1984,Graduation,Married,"$55,434.00 ",10/5/13,21,238,115,215,169,5,4,0,0,0,0,0
10562,1946,Master,Married,"$66,835.00 ",9/28/13,21,620,26,195,34,6,2,0,0,0,0,0
7881,1946,Master,Married,"$66,835.00 ",9/28/13,21,620,26,195,34,6,2,0,0,0,0,0
6721,1951,Graduation,Married,"$71,965.00 ",7/29/13,21,572,19,286,50,6,3,0,0,0,0,0
5204,1971,Graduation,Together,"$74,538.00 ",6/29/13,21,380,98,733,110,8,3,0,0,1,0,0
5209,1954,Graduation,Divorced,"$50,002.00 ",6/17/13,21,443,5,71,21,8,7,0,0,0,0,0
10128,1958,Graduation,Together,"$53,977.00 ",6/8/13,21,620,16,165,0,5,5,0,0,0,0,0
9284,1958,Graduation,Together,"$53,977.00 ",6/8/13,21,620,16,165,0,5,5,0,0,0,0,0
8643,1971,Graduation,Together,"$69,930.00 ",5/26/13,21,252,98,827,219,4,3,0,0,0,0,0
1685,1967,PhD,Together,"$62,981.00 ",3/17/13,21,796,14,590,38,4,3,0,1,0,0,0
2877,1974,Master,Together,"$46,014.00 ",1/21/13,21,410,0,59,19,7,7,0,0,0,0,0
8369,1987,Graduation,Together,"$18,227.00 ",11/8/12,21,1,2,7,4,0,8,0,0,0,0,0
6233,1976,Graduation,Married,"$65,991.00 ",9/7/12,21,507,19,364,25,9,7,0,0,0,0,0
195,1972,Graduation,Single,"$38,808.00 ",8/26/12,21,125,17,52,3,5,8,1,0,0,0,0
1501,1982,PhD,Married,"$160,803.00 ",8/4/12,21,55,16,1622,17,0,0,0,0,0,0,0
10846,1978,Master,Married,"$43,783.00 ",5/29/14,22,327,9,125,25,7,7,1,0,0,0,0
8341,1969,PhD,Married,"$30,396.00 ",4/30/14,22,15,0,6,0,1,7,1,0,0,0,0
10766,1964,PhD,Married,"$65,526.00 ",4/11/14,22,397,19,69,12,4,2,0,0,0,0,0
9971,1964,PhD,Married,"$65,526.00 ",4/11/14,22,397,19,69,12,4,2,0,0,0,0,0
1740,1944,Graduation,Married,"$55,956.00 ",4/7/14,22,760,38,104,50,7,4,0,1,0,0,0
8737,1978,Graduation,Divorced,"$55,563.00 ",4/5/14,22,29,1,9,2,2,3,0,0,0,0,0
6466,1965,PhD,Married,"$57,236.00 ",3/12/14,22,105,0,9,2,2,3,0,0,0,0,0
10430,1973,Graduation,Divorced,"$89,694.00 ",10/9/13,22,1126,28,211,37,4,5,0,1,1,1,0
8773,1971,Master,Together,"$57,420.00 ",6/25/13,22,280,0,18,0,5,7,0,1,0,0,0
2371,1972,Graduation,Married,"$33,622.00 ",4/13/13,22,39,1,22,3,2,7,0,0,0,0,0
7786,1986,PhD,Single,"$29,999.00 ",2/13/13,22,68,7,59,10,3,8,0,0,0,0,0
4088,1962,PhD,Together,"$31,497.00 ",12/6/12,22,108,1,28,13,3,8,0,0,0,0,0
4971,1962,PhD,Together,"$31,497.00 ",12/6/12,22,108,1,28,13,3,8,0,0,0,0,0
10560,1980,PhD,Single,"$36,802.00 ",6/16/14,23,16,1,2,0,1,5,0,0,0,0,0
